order_details_id,order_id,pizza_id,quantity
104,42,peppr_salami_m,00:00:01
105,43,ckn_alfredo_m,00:00:01
106,43,ital_supr_m,00:00:01
107,43,peppr_salami_l,00:00:01
108,44,spin_pesto_s,00:00:01
109,45,four_cheese_l,00:00:01
110,45,hawaiian_s,00:00:01
111,45,thai_ckn_m,00:00:01
112,46,ckn_pesto_l,00:00:01
113,46,classic_dlx_l,00:00:01
114,46,thai_ckn_m,00:00:01
115,47,southw_ckn_l,00:00:01
116,47,veggie_veg_s,00:00:01
117,48,ckn_pesto_m,00:00:01
118,48,green_garden_s,00:00:01
119,48,prsc_argla_l,00:00:01
120,48,spicy_ital_l,00:00:01
121,49,sicilian_l,00:00:01
122,50,the_greek_xl,00:00:01
123,51,bbq_ckn_l,00:00:01
124,51,pep_msh_pep_l,00:00:01
125,52,hawaiian_l,00:00:01
126,52,mexicana_l,00:00:01
127,52,spicy_ital_l,00:00:01
128,53,pep_msh_pep_s,00:00:01
129,53,spinach_supr_m,00:00:01
130,54,prsc_argla_m,00:00:01
131,54,thai_ckn_l,00:00:01
132,55,peppr_salami_s,00:00:01
133,55,spicy_ital_l,00:00:01
134,56,classic_dlx_m,00:00:01
135,56,mediterraneo_l,00:00:01
136,56,southw_ckn_m,00:00:01
137,57,classic_dlx_m,00:00:01
138,58,five_cheese_l,00:00:01
139,58,pepperoni_m,00:00:01
140,59,ital_veggie_s,00:00:01
141,59,pep_msh_pep_s,00:00:01
142,59,pepperoni_l,00:00:01
143,60,ckn_pesto_l,00:00:01
144,60,four_cheese_m,00:00:01
145,61,bbq_ckn_m,00:00:01
146,61,ital_supr_l,00:00:01
147,62,bbq_ckn_m,00:00:01
148,62,spinach_supr_m,00:00:01
149,63,pep_msh_pep_m,00:00:01
150,64,big_meat_s,00:00:01
151,65,pep_msh_pep_s,00:00:01
152,65,sicilian_s,00:00:01
153,65,spicy_ital_s,00:00:01
154,65,spinach_supr_m,00:00:01
155,66,classic_dlx_m,00:00:01
156,66,ital_cpcllo_m,00:00:01
157,67,southw_ckn_l,00:00:01
158,68,classic_dlx_m,00:00:01
159,68,ital_supr_l,00:00:01
160,68,ital_supr_m,00:00:01
161,69,bbq_ckn_l,00:00:01
162,70,ital_veggie_s,00:00:01
163,70,soppressata_l,00:00:01
164,71,thai_ckn_l,00:00:01
165,72,spinach_fet_l,00:00:01
166,73,thai_ckn_s,00:00:01
167,74,five_cheese_l,00:00:01
168,74,mexicana_l,00:00:01
169,74,spin_pesto_s,00:00:01
170,74,spinach_supr_l,00:00:01
171,75,ital_supr_s,00:00:01
172,75,mediterraneo_l,00:00:01
173,75,napolitana_l,00:00:01
174,76,big_meat_s,00:00:01
175,76,hawaiian_l,00:00:01
176,76,ital_veggie_l,00:00:01
177,76,spicy_ital_l,00:00:01
178,77,bbq_ckn_m,00:00:01
179,77,hawaiian_m,00:00:01
180,78,big_meat_s,00:00:01
181,78,classic_dlx_s,00:00:01
182,78,four_cheese_l,00:00:01
183,78,ital_cpcllo_m,00:00:01
184,78,spicy_ital_l,00:00:03
185,78,thai_ckn_s,00:00:01
186,79,ital_cpcllo_l,00:00:01
187,79,pep_msh_pep_s,00:00:01
188,79,thai_ckn_l,00:00:01
189,80,pepperoni_s,00:00:01
190,80,thai_ckn_m,00:00:01
191,81,thai_ckn_l,00:00:01
192,82,big_meat_s,00:00:01
193,82,cali_ckn_m,00:00:01
194,82,spicy_ital_l,00:00:01
195,82,veggie_veg_m,00:00:01
196,83,southw_ckn_s,00:00:01
197,84,pepperoni_l,00:00:01
198,85,classic_dlx_m,00:00:01
199,85,classic_dlx_s,00:00:01
200,85,ital_supr_l,00:00:01
201,85,the_greek_m,00:00:01
202,86,hawaiian_l,00:00:01
203,87,ital_cpcllo_m,00:00:01
204,87,mexicana_m,00:00:01
205,87,spinach_supr_l,00:00:01
206,87,spinach_supr_s,00:00:01
207,88,five_cheese_l,00:00:01
208,89,soppressata_l,00:00:01
209,89,thai_ckn_l,00:00:01
210,90,sicilian_l,00:00:01
211,90,thai_ckn_s,00:00:01
212,91,bbq_ckn_l,00:00:02
213,91,ckn_pesto_s,00:00:01
214,91,pepperoni_s,00:00:01
215,92,bbq_ckn_m,00:00:01
216,92,ital_supr_l,00:00:01
217,92,ital_supr_m,00:00:01
218,92,ital_veggie_s,00:00:01
219,92,pepperoni_m,00:00:01
220,92,peppr_salami_m,00:00:01
221,92,spinach_fet_s,00:00:01
222,92,spinach_supr_s,00:00:01
223,92,the_greek_m,00:00:02
224,93,sicilian_m,00:00:01
225,94,ital_cpcllo_m,00:00:01
226,94,southw_ckn_s,00:00:01
227,95,napolitana_s,00:00:01
228,95,peppr_salami_l,00:00:01
229,96,napolitana_s,00:00:01
230,97,big_meat_s,00:00:01
231,98,classic_dlx_l,00:00:01
232,98,napolitana_l,00:00:01
233,99,ital_supr_l,00:00:01
234,100,hawaiian_l,00:00:01
235,101,cali_ckn_l,00:00:01
236,101,pepperoni_l,00:00:01
237,101,soppressata_l,00:00:01
238,101,spicy_ital_m,00:00:01
239,102,bbq_ckn_s,00:00:01
240,102,prsc_argla_s,00:00:01
241,103,spinach_supr_s,00:00:01
242,104,bbq_ckn_m,00:00:01
243,104,ckn_alfredo_m,00:00:01
244,104,ital_veggie_m,00:00:01
245,104,veggie_veg_l,00:00:01
246,105,hawaiian_s,00:00:02
247,105,pepperoni_l,00:00:01
248,105,prsc_argla_m,00:00:01
249,106,mexicana_l,00:00:01
250,106,spicy_ital_l,00:00:01
251,107,cali_ckn_l,00:00:01
252,107,ital_supr_m,00:00:01
253,107,spicy_ital_l,00:00:01
254,107,veggie_veg_l,00:00:01
255,108,classic_dlx_l,00:00:01
256,108,hawaiian_l,00:00:01
257,108,spinach_supr_l,00:00:01
258,109,ital_cpcllo_l,00:00:01
259,109,ital_supr_l,00:00:01
260,109,pepperoni_m,00:00:01
261,109,prsc_argla_l,00:00:01
262,110,big_meat_s,00:00:01
263,110,napolitana_l,00:00:01
264,110,soppressata_l,00:00:01
265,110,spicy_ital_s,00:00:01
266,111,cali_ckn_m,00:00:01
267,111,five_cheese_l,00:00:01
268,111,pepperoni_m,00:00:01
269,111,spin_pesto_l,00:00:01
270,112,pepperoni_s,00:00:01
271,113,cali_ckn_l,00:00:01
272,113,mexicana_l,00:00:01
273,113,southw_ckn_m,00:00:01
274,114,pepperoni_l,00:00:01
275,114,sicilian_s,00:00:01
276,115,big_meat_s,00:00:01
277,115,napolitana_l,00:00:01
278,115,thai_ckn_m,00:00:01
279,116,five_cheese_l,00:00:01
280,117,peppr_salami_m,00:00:01
281,117,sicilian_l,00:00:01
282,118,prsc_argla_l,00:00:01
283,118,spinach_fet_s,00:00:01
284,119,four_cheese_m,00:00:01
285,120,classic_dlx_s,00:00:01
286,120,hawaiian_s,00:00:01
287,120,spinach_fet_l,00:00:01
288,121,bbq_ckn_m,00:00:01
289,121,four_cheese_l,00:00:01
290,121,sicilian_l,00:00:01
291,121,southw_ckn_l,00:00:01
292,122,ital_supr_m,00:00:01
293,123,ital_cpcllo_s,00:00:01
294,124,bbq_ckn_s,00:00:01
295,124,sicilian_l,00:00:01
296,124,spicy_ital_l,00:00:01
297,124,the_greek_s,00:00:01
298,125,the_greek_xl,00:00:01
299,126,veggie_veg_l,00:00:01
300,127,pepperoni_m,00:00:01
301,128,spicy_ital_s,00:00:01
302,129,big_meat_s,00:00:01
303,129,the_greek_m,00:00:01
304,130,hawaiian_s,00:00:01
305,130,ital_cpcllo_l,00:00:01
306,130,mexicana_m,00:00:01
307,130,southw_ckn_s,00:00:01
308,131,ckn_pesto_l,00:00:01
309,131,five_cheese_l,00:00:01
310,131,green_garden_s,00:00:01
311,131,spinach_supr_s,00:00:01
312,132,pepperoni_s,00:00:01
313,133,bbq_ckn_l,00:00:01
314,133,hawaiian_l,00:00:01
315,133,the_greek_s,00:00:01
316,134,big_meat_s,00:00:01
317,134,southw_ckn_l,00:00:01
318,134,spinach_supr_s,00:00:01
319,135,veggie_veg_l,00:00:01
320,136,five_cheese_l,00:00:01
321,136,peppr_salami_s,00:00:01
322,137,mediterraneo_l,00:00:01
323,137,pepperoni_s,00:00:01
324,137,spicy_ital_m,00:00:01
325,138,cali_ckn_m,00:00:01
326,138,four_cheese_l,00:00:01
327,138,ital_veggie_l,00:00:01
328,138,sicilian_m,00:00:01
329,139,five_cheese_l,00:00:01
330,140,prsc_argla_s,00:00:01
331,140,veggie_veg_m,00:00:01
332,141,classic_dlx_m,00:00:01
333,142,green_garden_m,00:00:01
334,143,cali_ckn_s,00:00:01
335,143,classic_dlx_s,00:00:01
336,143,hawaiian_l,00:00:01
337,143,mexicana_m,00:00:01
338,143,pepperoni_l,00:00:01
339,143,prsc_argla_s,00:00:01
340,143,thai_ckn_l,00:00:01
341,143,veggie_veg_m,00:00:01
342,144,bbq_ckn_m,00:00:03
343,144,big_meat_s,00:00:01
344,144,cali_ckn_l,00:00:01
345,144,ckn_pesto_m,00:00:01
346,144,five_cheese_l,00:00:01
347,144,four_cheese_l,00:00:01
348,144,pep_msh_pep_s,00:00:01
349,144,southw_ckn_l,00:00:01
350,144,southw_ckn_s,00:00:01
351,144,spicy_ital_l,00:00:01
352,144,thai_ckn_m,00:00:01
353,144,veggie_veg_l,00:00:01
354,145,the_greek_s,00:00:01
355,146,cali_ckn_l,00:00:01
356,146,four_cheese_m,00:00:01
357,146,hawaiian_m,00:00:01
358,147,the_greek_xl,00:00:01
359,148,mediterraneo_s,00:00:01
360,149,spinach_fet_m,00:00:01
361,150,pepperoni_m,00:00:01
362,151,southw_ckn_l,00:00:01
363,151,spinach_supr_s,00:00:01
364,152,hawaiian_s,00:00:01
365,152,spinach_fet_l,00:00:01
366,152,thai_ckn_s,00:00:01
367,152,the_greek_m,00:00:01
368,153,mexicana_m,00:00:01
369,154,prsc_argla_s,00:00:01
370,155,ckn_pesto_s,00:00:01
371,155,napolitana_l,00:00:01
372,155,pepperoni_l,00:00:01
373,155,peppr_salami_l,00:00:01
374,156,napolitana_m,00:00:01
375,156,thai_ckn_l,00:00:01
376,157,ital_supr_l,00:00:01
377,157,mediterraneo_m,00:00:01
378,157,sicilian_m,00:00:01
379,157,spin_pesto_m,00:00:01
380,158,ital_veggie_m,00:00:01
381,158,thai_ckn_m,00:00:01
382,159,four_cheese_l,00:00:01
383,159,thai_ckn_m,00:00:01
384,160,classic_dlx_m,00:00:01
385,161,hawaiian_s,00:00:01
386,161,spicy_ital_m,00:00:01
387,161,the_greek_xl,00:00:01
388,162,big_meat_s,00:00:01
389,163,hawaiian_m,00:00:01
390,163,pepperoni_l,00:00:01
391,163,the_greek_m,00:00:01
392,164,cali_ckn_l,00:00:01
393,164,pepperoni_m,00:00:01
394,165,prsc_argla_m,00:00:01
395,166,prsc_argla_s,00:00:01
396,167,bbq_ckn_l,00:00:01
397,167,ital_supr_m,00:00:01
398,167,pepperoni_m,00:00:01
399,168,big_meat_s,00:00:01
400,168,veggie_veg_m,00:00:01
401,169,four_cheese_l,00:00:01
402,169,ital_cpcllo_s,00:00:01
403,169,sicilian_m,00:00:01
404,170,hawaiian_l,00:00:01
405,171,napolitana_m,00:00:01
406,172,napolitana_s,00:00:01
407,172,spinach_supr_m,00:00:01
408,172,thai_ckn_l,00:00:01
409,173,cali_ckn_m,00:00:01
410,173,classic_dlx_m,00:00:01
411,173,veggie_veg_l,00:00:01
412,174,big_meat_s,00:00:01
413,174,cali_ckn_l,00:00:01
414,174,cali_ckn_m,00:00:01
415,174,ital_cpcllo_m,00:00:01
416,175,ital_supr_l,00:00:01
417,176,cali_ckn_l,00:00:01
418,176,peppr_salami_m,00:00:01
419,177,napolitana_s,00:00:01
420,177,thai_ckn_l,00:00:01
421,178,peppr_salami_l,00:00:01
422,179,hawaiian_l,00:00:01
423,179,sicilian_m,00:00:01
424,179,veggie_veg_s,00:00:01
425,180,classic_dlx_l,00:00:01
426,180,prsc_argla_l,00:00:01
427,181,mexicana_l,00:00:01
428,182,brie_carre_s,00:00:01
429,182,peppr_salami_l,00:00:01
430,183,napolitana_m,00:00:01
431,183,spin_pesto_l,00:00:01
432,183,spin_pesto_s,00:00:01
433,184,hawaiian_l,00:00:01
434,185,sicilian_m,00:00:01
435,185,spin_pesto_s,00:00:01
436,186,mexicana_l,00:00:01
437,186,southw_ckn_l,00:00:01
438,186,spin_pesto_l,00:00:01
439,186,thai_ckn_l,00:00:01
440,187,five_cheese_l,00:00:01
441,187,spin_pesto_l,00:00:01
442,188,five_cheese_l,00:00:01
443,188,pepperoni_s,00:00:01
444,188,peppr_salami_l,00:00:01
445,189,big_meat_s,00:00:02
446,189,thai_ckn_s,00:00:01
447,190,bbq_ckn_l,00:00:01
448,190,four_cheese_m,00:00:01
449,190,pep_msh_pep_s,00:00:01
450,190,prsc_argla_l,00:00:01
451,191,cali_ckn_l,00:00:01
452,191,ckn_alfredo_m,00:00:01
453,192,sicilian_s,00:00:01
454,192,southw_ckn_l,00:00:01
455,193,big_meat_s,00:00:01
456,193,cali_ckn_m,00:00:01
457,193,ckn_alfredo_l,00:00:02
458,194,bbq_ckn_s,00:00:01
459,195,bbq_ckn_l,00:00:01
460,196,sicilian_s,00:00:01
461,196,spicy_ital_m,00:00:01
462,196,veggie_veg_m,00:00:01
463,197,four_cheese_l,00:00:01
464,197,ital_cpcllo_l,00:00:01
465,197,ital_veggie_l,00:00:01
466,197,soppressata_l,00:00:01
467,198,big_meat_s,00:00:01
468,198,ckn_alfredo_l,00:00:01
469,199,ckn_alfredo_m,00:00:01
470,200,the_greek_xl,00:00:01
471,201,calabrese_m,00:00:01
472,201,ckn_pesto_l,00:00:01
473,201,ital_supr_l,00:00:01
474,201,the_greek_xl,00:00:01
475,202,cali_ckn_s,00:00:01
476,203,cali_ckn_l,00:00:01
477,203,ital_veggie_m,00:00:01
478,203,pep_msh_pep_l,00:00:01
479,203,the_greek_s,00:00:01
480,204,spicy_ital_l,00:00:01
481,205,cali_ckn_s,00:00:01
482,205,ckn_alfredo_m,00:00:01
483,205,prsc_argla_s,00:00:01
484,206,napolitana_m,00:00:01
485,206,pepperoni_s,00:00:01
486,206,spicy_ital_l,00:00:01
487,207,spicy_ital_l,00:00:01
488,208,bbq_ckn_l,00:00:01
489,208,bbq_ckn_s,00:00:01
490,208,ckn_alfredo_m,00:00:01
491,208,pepperoni_m,00:00:01
492,208,the_greek_m,00:00:01
493,209,cali_ckn_l,00:00:01
494,210,spinach_fet_s,00:00:01
495,211,pepperoni_s,00:00:01
496,212,ital_cpcllo_l,00:00:01
497,213,four_cheese_l,00:00:01
498,214,ital_cpcllo_l,00:00:01
499,214,ital_supr_m,00:00:01
500,214,mexicana_s,00:00:01
501,214,spin_pesto_m,00:00:01
502,215,green_garden_s,00:00:01
503,216,bbq_ckn_m,00:00:01
504,216,five_cheese_l,00:00:01
505,216,hawaiian_l,00:00:01
506,217,classic_dlx_m,00:00:01
507,217,spinach_fet_s,00:00:01
508,218,spicy_ital_m,00:00:01
509,219,bbq_ckn_l,00:00:01
510,219,five_cheese_l,00:00:01
511,219,peppr_salami_m,00:00:01
512,219,spinach_fet_m,00:00:01
513,220,hawaiian_s,00:00:01
514,220,ital_cpcllo_s,00:00:01
515,220,napolitana_l,00:00:01
516,220,spicy_ital_l,00:00:01
517,221,five_cheese_l,00:00:01
518,221,prsc_argla_m,00:00:01
519,221,the_greek_s,00:00:01
520,222,four_cheese_l,00:00:01
521,222,sicilian_s,00:00:01
522,223,pep_msh_pep_s,00:00:01
523,224,ckn_alfredo_s,00:00:01
524,224,ital_supr_m,00:00:01
525,224,napolitana_m,00:00:01
526,224,thai_ckn_l,00:00:01
527,225,bbq_ckn_l,00:00:01
528,225,bbq_ckn_m,00:00:01
529,225,southw_ckn_s,00:00:01
530,226,classic_dlx_l,00:00:01
531,227,bbq_ckn_m,00:00:01
532,227,the_greek_m,00:00:01
533,228,ital_veggie_s,00:00:01
534,229,ital_veggie_l,00:00:01
535,229,prsc_argla_l,00:00:01
536,229,spin_pesto_s,00:00:01
537,230,thai_ckn_m,00:00:01
538,231,cali_ckn_l,00:00:01
539,231,napolitana_s,00:00:01
540,231,prsc_argla_s,00:00:01
541,232,bbq_ckn_m,00:00:01
542,232,spinach_supr_l,00:00:01
543,233,spinach_fet_s,00:00:01
544,234,ckn_alfredo_m,00:00:01
545,234,ital_supr_s,00:00:01
546,234,napolitana_m,00:00:01
547,235,cali_ckn_m,00:00:01
548,236,classic_dlx_l,00:00:01
549,236,green_garden_m,00:00:01
550,237,green_garden_s,00:00:01
551,238,spin_pesto_l,00:00:01
552,239,ital_supr_l,00:00:01
553,239,thai_ckn_m,00:00:01
554,240,four_cheese_m,00:00:01
555,241,sicilian_m,00:00:01
556,241,spinach_supr_l,00:00:01
557,242,calabrese_m,00:00:01
558,242,thai_ckn_l,00:00:01
559,242,veggie_veg_m,00:00:01
560,243,classic_dlx_l,00:00:01
561,243,spinach_supr_s,00:00:01
562,244,ital_supr_s,00:00:01
563,244,spicy_ital_l,00:00:01
564,245,bbq_ckn_l,00:00:01
565,245,ckn_pesto_l,00:00:01
566,246,ckn_alfredo_m,00:00:01
567,246,pepperoni_l,00:00:01
568,247,hawaiian_m,00:00:01
569,247,sicilian_m,00:00:01
570,247,spinach_supr_s,00:00:01
571,248,hawaiian_s,00:00:01
572,248,thai_ckn_l,00:00:01
573,249,bbq_ckn_l,00:00:01
574,249,calabrese_s,00:00:01
575,250,four_cheese_m,00:00:01
576,251,mexicana_m,00:00:01
577,252,prsc_argla_m,00:00:01
578,253,brie_carre_s,00:00:01
579,254,bbq_ckn_l,00:00:01
580,254,brie_carre_s,00:00:01
581,254,five_cheese_l,00:00:01
582,255,five_cheese_l,00:00:01
583,255,green_garden_m,00:00:01
584,255,hawaiian_l,00:00:01
585,255,spinach_fet_m,00:00:01
586,256,pep_msh_pep_l,00:00:01
587,257,cali_ckn_l,00:00:01
588,257,ckn_alfredo_l,00:00:01
589,258,classic_dlx_m,00:00:01
590,259,pepperoni_l,00:00:01
591,260,five_cheese_l,00:00:01
592,260,the_greek_l,00:00:01
593,261,brie_carre_s,00:00:01
594,262,cali_ckn_m,00:00:01
595,263,spin_pesto_l,00:00:01
596,264,mexicana_m,00:00:01
597,265,ckn_alfredo_m,00:00:01
598,265,mexicana_l,00:00:01
599,265,sicilian_m,00:00:01
600,265,spicy_ital_l,00:00:01
601,266,peppr_salami_m,00:00:01
602,267,four_cheese_l,00:00:01
603,267,mediterraneo_l,00:00:01
604,267,napolitana_s,00:00:01
605,268,ital_supr_l,00:00:01
606,268,pepperoni_s,00:00:01
607,269,ckn_alfredo_m,00:00:01
608,270,southw_ckn_l,00:00:01
609,270,spin_pesto_l,00:00:01
610,270,thai_ckn_l,00:00:01
611,271,big_meat_s,00:00:01
612,271,cali_ckn_m,00:00:02
613,271,ckn_alfredo_m,00:00:02
614,271,ckn_pesto_l,00:00:02
615,271,classic_dlx_m,00:00:01
616,271,ital_supr_m,00:00:01
617,271,sicilian_s,00:00:01
618,271,soppressata_m,00:00:01
619,271,southw_ckn_m,00:00:01
620,271,the_greek_s,00:00:01
621,272,ital_supr_m,00:00:01
622,273,soppressata_s,00:00:01
623,274,four_cheese_l,00:00:01
624,274,thai_ckn_l,00:00:01
625,275,classic_dlx_l,00:00:01
626,275,five_cheese_l,00:00:01
627,275,pepperoni_s,00:00:01
628,275,sicilian_m,00:00:01
629,276,five_cheese_l,00:00:01
630,276,spicy_ital_l,00:00:01
631,277,four_cheese_m,00:00:01
632,278,ital_veggie_m,00:00:01
633,278,southw_ckn_l,00:00:01
634,279,cali_ckn_m,00:00:01
635,279,ckn_alfredo_m,00:00:01
636,280,prsc_argla_m,00:00:01
637,280,veggie_veg_m,00:00:01
638,281,sicilian_s,00:00:01
639,282,classic_dlx_s,00:00:01
640,282,five_cheese_l,00:00:01
641,282,peppr_salami_l,00:00:01
642,282,spin_pesto_l,00:00:01
643,283,napolitana_m,00:00:01
644,284,four_cheese_m,00:00:01
645,284,hawaiian_s,00:00:01
646,284,napolitana_m,00:00:01
647,285,prsc_argla_l,00:00:01
648,286,ital_supr_m,00:00:01
649,286,peppr_salami_l,00:00:01
650,287,ital_supr_m,00:00:01
651,287,pep_msh_pep_m,00:00:01
652,287,pepperoni_m,00:00:01
653,287,sicilian_s,00:00:01
654,288,brie_carre_s,00:00:01
655,288,prsc_argla_l,00:00:01
656,288,spinach_supr_l,00:00:01
657,289,five_cheese_l,00:00:01
658,290,classic_dlx_s,00:00:01
659,290,veggie_veg_m,00:00:01
660,291,bbq_ckn_l,00:00:01
661,291,ckn_alfredo_m,00:00:02
662,291,four_cheese_m,00:00:01
663,292,spin_pesto_m,00:00:01
664,292,spinach_fet_l,00:00:01
665,293,classic_dlx_s,00:00:01
666,293,ital_veggie_s,00:00:01
667,294,bbq_ckn_m,00:00:01
668,294,ital_supr_l,00:00:01
669,294,thai_ckn_l,00:00:01
670,295,cali_ckn_m,00:00:01
671,296,green_garden_s,00:00:01
672,296,ital_cpcllo_s,00:00:01
673,296,thai_ckn_m,00:00:01
674,297,southw_ckn_m,00:00:01
675,298,cali_ckn_m,00:00:01
676,298,cali_ckn_s,00:00:01
677,298,ckn_alfredo_m,00:00:01
678,298,classic_dlx_s,00:00:01
679,299,classic_dlx_s,00:00:01
680,299,spinach_fet_m,00:00:01
681,300,big_meat_s,00:00:01
682,300,ital_cpcllo_s,00:00:01
683,300,ital_veggie_s,00:00:01
684,300,spinach_supr_s,00:00:01
685,301,napolitana_l,00:00:01
686,302,peppr_salami_l,00:00:01
687,303,big_meat_s,00:00:01
688,303,ital_cpcllo_m,00:00:01
689,303,pepperoni_s,00:00:01
690,304,hawaiian_s,00:00:01
691,304,mexicana_l,00:00:01
692,305,pepperoni_l,00:00:01
693,305,sicilian_s,00:00:01
694,305,spicy_ital_m,00:00:01
695,306,big_meat_s,00:00:01
696,306,hawaiian_s,00:00:01
697,306,napolitana_m,00:00:01
698,307,classic_dlx_l,00:00:01
699,307,thai_ckn_m,00:00:01
700,308,hawaiian_l,00:00:01
701,308,pep_msh_pep_l,00:00:01
702,308,thai_ckn_s,00:00:01
703,309,five_cheese_l,00:00:01
704,309,peppr_salami_m,00:00:01
705,310,hawaiian_s,00:00:01
706,310,thai_ckn_s,00:00:01
707,311,sicilian_l,00:00:01
708,312,big_meat_s,00:00:01
709,312,brie_carre_s,00:00:01
710,312,ckn_alfredo_m,00:00:01
711,312,sicilian_m,00:00:01
712,313,classic_dlx_m,00:00:01
713,314,calabrese_m,00:00:01
714,314,five_cheese_l,00:00:01
715,314,green_garden_m,00:00:01
716,314,hawaiian_m,00:00:01
717,314,veggie_veg_m,00:00:01
718,315,classic_dlx_m,00:00:01
719,316,hawaiian_s,00:00:01
720,316,ital_supr_m,00:00:01
721,317,cali_ckn_s,00:00:01
722,317,classic_dlx_m,00:00:01
723,317,four_cheese_l,00:00:01
724,317,hawaiian_s,00:00:01
725,317,pep_msh_pep_l,00:00:01
726,317,prsc_argla_s,00:00:01
727,317,spinach_fet_s,00:00:01
728,318,ital_cpcllo_l,00:00:01
729,318,mexicana_l,00:00:01
730,318,soppressata_s,00:00:01
731,318,spicy_ital_l,00:00:01
732,319,ital_supr_m,00:00:01
733,320,cali_ckn_m,00:00:01
734,320,ckn_pesto_l,00:00:01
735,321,ital_supr_l,00:00:01
736,322,cali_ckn_l,00:00:01
737,322,ckn_pesto_l,00:00:01
738,322,classic_dlx_s,00:00:01
739,322,thai_ckn_l,00:00:01
740,323,classic_dlx_m,00:00:01
741,324,five_cheese_l,00:00:01
742,325,classic_dlx_s,00:00:01
743,325,veggie_veg_s,00:00:01
744,326,cali_ckn_m,00:00:01
745,326,spinach_supr_l,00:00:01
746,327,classic_dlx_m,00:00:01
747,328,mediterraneo_l,00:00:01
748,329,spicy_ital_l,00:00:01
749,329,spinach_supr_m,00:00:01
750,330,big_meat_s,00:00:01
